Seq	Host	Starttime	JobRuntime	Send	Receive	Exitval	Signal	Command
8000	thermo	1422011799.893	    65.011	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/va500/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8045	thermo	1422011846.298	    18.612	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp85/sem/hfss/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8057	atmos	1422011863.579	     1.332	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/va200/MOHC/ECMWF-ERAINT/HadRM3P/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8058	thermo	1422011864.911	     1.194	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/prc/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8028	litho	1422011837.608	    28.580	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/hurs/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8006	thermo	1422011806.070	    61.611	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/rsut/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8009	atmos	1422011808.098	    59.598	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/sfcWindmax/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8050	atmos	1422011850.972	    18.954	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/ua200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8015	bio	1422011811.349	    59.371	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/hurs/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8053	atmos	1422011856.051	    14.674	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlut/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8026	litho	1422011832.102	    40.526	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/sfcWind/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8049	litho	1422011850.185	    27.233	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tasmax/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8055	litho	1422011858.426	    19.990	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/ua850/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8037	thermo	1422011843.655	    35.187	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/sfcWind/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8071	thermo	1422011878.850	     0.926	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp85/day/prc/SMHI/CCCma-CanESM2/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8024	litho	1422011826.809	    53.196	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/sfcWindmax/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8052	thermo	1422011855.860	    26.195	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/hurs/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8074	thermo	1422011882.066	     0.624	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/mon/ua500/KNMI/ECMWF-ERAINT/RACMO22E/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8073	litho	1422011880.010	     3.012	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/ps/IPSL-INERIS/ECMWF-ERAINT/WRF331F/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8061	thermo	1422011866.114	    17.664	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tasmax/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8065	atmos	1422011869.941	    13.845	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tasmax/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8076	litho	1422011883.030	     1.588	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/snw/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8056	bio	1422011858.562	    26.691	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/ua200/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8059	thermo	1422011865.128	    20.493	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/ua200/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8081	thermo	1422011885.627	     1.016	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/snw/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8027	bio	1422011835.603	    59.180	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/rsut/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8042	atmos	1422011845.348	    52.155	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlut/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8064	atmos	1422011867.879	    29.634	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tas/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8070	litho	1422011878.426	    20.654	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tas/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8068	litho	1422011872.640	    27.955	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tasmax/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8062	litho	1422011866.237	    34.525	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp26/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8067	atmos	1422011870.834	    34.276	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/ua850/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8089	atmos	1422011905.121	     0.858	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/hus850/CLMcom/CNRM-CERFACS-CNRM-CM5/CCLM4-8-17/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8090	atmos	1422011905.986	     1.974	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/va200/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8051	bio	1422011854.065	    59.080	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/ua200/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8054	bio	1422011856.674	    56.480	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/ua850/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8093	bio	1422011913.513	     1.832	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/hus850/CLMcom/CNRM-CERFACS-CNRM-CM5/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8063	thermo	1422011867.696	    49.111	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8066	bio	1422011870.725	    46.088	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tasmax/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8095	thermo	1422011916.813	     0.600	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/snd/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8077	thermo	1422011883.786	    33.701	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlds/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8060	atmos	1422011865.248	    53.108	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/ua200/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8096	bio	1422011916.987	     1.427	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/snm/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8083	bio	1422011894.795	    23.648	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlds/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8099	atmos	1422011918.362	     1.230	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/mon/sfcWind/KNMI/ECMWF-ERAINT/RACMO22E/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8100	bio	1422011918.483	     1.451	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/pr/IPSL-INERIS/ECMWF-ERAINT/WRF331F/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8101	bio	1422011918.597	     1.347	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/hus850/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8080	bio	1422011885.261	    35.114	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlds/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8092	bio	1422011913.155	     7.357	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp85/sem/evspsbl/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8104	bio	1422011920.097	     0.583	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/mrfso/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8105	bio	1422011920.380	     0.892	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/historical/day/mrfso/CLMcom/MPI-M-MPI-ESM-LR/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8079	litho	1422011884.624	    36.786	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/ua200/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8075	thermo	1422011882.696	    38.805	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/rsus/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8082	thermo	1422011886.649	    35.141	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tas/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8085	atmos	1422011897.880	    23.977	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlds/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8107	bio	1422011920.685	     1.298	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/rlut/IPSL-INERIS/IPSL-IPSL-CM5A-MR/WRF331F/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8112	atmos	1422011921.906	     0.734	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/snm/CLMcom/CNRM-CERFACS-CNRM-CM5/CCLM4-8-17/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8113	bio	1422011922.016	     0.950	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/va500/MOHC/ECMWF-ERAINT/HadRM3P/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8108	bio	1422011921.281	     1.844	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/evaluation/mon/rsds/KNMI/ECMWF-ERAINT/RACMO22E/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8110	thermo	1422011921.525	     1.930	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/mrfso/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8086	litho	1422011899.093	    24.430	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tas/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8116	bio	1422011923.129	     0.779	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/hus850/CLMcom/MPI-M-MPI-ESM-LR/CCLM4-8-17/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8118	litho	1422011923.587	     0.573	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/ua500/MOHC/ECMWF-ERAINT/HadRM3P/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8078	atmos	1422011883.941	    40.720	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlds/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8111	thermo	1422011921.798	     2.869	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/hus850/CLMcom/MPI-M-MPI-ESM-LR/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8114	atmos	1422011922.645	     2.059	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/mon/mrfso/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8069	litho	1422011877.431	    47.318	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/historical/mon/tas/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8091	atmos	1422011907.969	    16.792	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp45/sem/evspsbl/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8124	atmos	1422011925.006	     0.802	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/rcp45/day/prc/SMHI/MIROC-MIROC5/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8072	thermo	1422011879.781	    46.570	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp26/sem/rlds/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8097	thermo	1422011917.420	     8.937	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp85/sem/hfls/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8123	thermo	1422011924.886	     1.473	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/mon/snw/CLMcom/CNRM-CERFACS-CNRM-CM5/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8126	atmos	1422011925.815	     0.641	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-44/evaluation/day/rlds/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8088	litho	1422011900.769	    26.003	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlds/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8103	bio	1422011919.943	     6.944	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp45/sem/pr/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8098	thermo	1422011917.531	     9.486	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp45/sem/hfls/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8133	thermo	1422011927.062	     1.194	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/sfcWind/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8102	atmos	1422011919.601	    10.395	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/rcp85/sem/pr/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8132	bio	1422011926.951	     3.957	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/sfcWind/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8135	atmos	1422011930.002	     0.913	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/mon/snd/CLMcom/CNRM-CERFACS-CNRM-CM5/CCLM4-8-17/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8084	atmos	1422011897.512	    34.576	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/ua200/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8138	atmos	1422011932.098	     0.776	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/clt/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8130	atmos	1422011926.731	     7.230	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp45/sem/rlds/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8125	atmos	1422011925.116	     8.947	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlus/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8140	atmos	1422011933.970	     0.605	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/clt/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8141	atmos	1422011934.121	     0.746	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2014-12-23/EUR-11/rcp85/sem/vas/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8136	bio	1422011930.916	     4.480	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/rlus/IPSL-INERIS/IPSL-IPSL-CM5A-MR/WRF331F/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8137	atmos	1422011931.027	     4.417	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlds/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8145	atmos	1422011935.527	     0.707	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/sem/sfcWind/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8139	atmos	1422011932.879	     3.503	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlus/SMHI/ICHEC-EC-EARTH/RCA4/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8087	litho	1422011900.607	    36.484	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlds/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8147	atmos	1422011936.388	     0.708	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/sfcWind/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8146	atmos	1422011936.240	     2.681	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/va500/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8094	bio	1422011915.354	    25.181	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/rcp85/sem/rlds/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8150	atmos	1422011938.931	     1.611	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/sfcWind/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8149	atmos	1422011937.207	     3.808	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp85/day/sic/SMHI/MPI-M-MPI-ESM-LR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8152	atmos	1422011940.681	     0.746	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/va200/SMHI/IPSL-IPSL-CM5A-MR/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8115	bio	1422011922.972	    18.678	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11i/evaluation/mon/rlds/SMHI/ECMWF-ERAINT/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8153	atmos	1422011941.021	     0.670	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/rsut/KNMI/ICHEC-EC-EARTH/RACMO22E/r1i1p1/1 148.187.1.7:/store/c2sm/c2sme/cordex
8121	atmos	1422011924.668	    17.200	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-11/historical/mon/mrro/MPI-CSC/MPI-M-MPI-ESM-LR/REMO2009/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8119	bio	1422011923.912	    18.521	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2015-01-19/EUR-44/evaluation/day/ua200/DMI/ECMWF-ERAINT/HIRHAM5/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8155	bio	1422011941.656	     0.813	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/historical/mon/clt/SMHI/CNRM-CERFACS-CNRM-CM5/RCA4/r1i1p1/1 148.187.1.6:/store/c2sm/c2sme/cordex
8151	bio	1422011940.542	     2.010	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./unlinked/2014-12-23/EUR-11/rcp85/sem/uas/CLMcom/ICHEC-EC-EARTH/CCLM4-8-17/r12i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
8106	bio	1422011920.518	    22.049	0	0	0	0	rsync --delete -rvutR /net/atmos/data/CORDEX/./EUR-11/rcp45/sem/rsus/SMHI/MOHC-HadGEM2-ES/RCA4/r1i1p1/1 148.187.1.8:/store/c2sm/c2sme/cordex
